book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title
3702,1966969,1966969,1970128,46,778325342,9.78078E+12,Maria V. Snyder,2008,Fire Study,"Fire Study (Study, #3)"
3703,11734,11734,1118624,76,99282194,9.7801E+12,Philip Roth,2000,The Human Stain,"The Human Stain (The American Trilogy, #3)"
3704,16303287,16303287,22436394,44,1442495995,9.78144E+12,"Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Cassandra Jean",2014,The Bane Chronicles,The Bane Chronicles
3705,409918,409918,2661517,93,446699543,9.78045E+12,Michael Connelly,2004,The Narrows,"The Narrows (Harry Bosch, #10; Harry Bosch Universe, #12)"
3706,13312527,13312527,18518411,24,,,Tarryn Fisher,2011,The Opportunist,"The Opportunist (Love Me with Lies, #1)"
3707,14096,14096,1276408,57,1401307787,9.7814E+12,Jon Kabat-Zinn,1994,"Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life","Wherever You Go, There You Are: Mindfulness Meditation in Everyday Life"
3708,50144,50144,1543818,92,802142443,9.7808E+12,"Banana Yoshimoto, Megan Backus",1988,キッチン [Kitchen],Kitchen
3709,123543,123543,2517460,74,312999526,9.78031E+12,Eric Van Lustbader,2003,Robert Ludlum's The Bourne Legacy,"The Bourne Legacy (Jason Bourne, #4)"
3710,129619,129619,1601384,39,743474155,9.78074E+12,Judith McNaught,1989,A Kingdom of Dreams ,"A Kingdom of Dreams (Westmoreland, #1)"
3711,7095831,7095831,7352929,43,316056219,9.78032E+12,Paolo Bacigalupi,2010,Ship Breaker,"Ship Breaker (Ship Breaker, #1)"
3712,385742,385742,860408,59,439650763,9.78044E+12,Suzanne Collins,2004,Gregor and the Prophecy of Bane,"Gregor and the Prophecy of Bane (Underland Chronicles, #2)"
3713,85733,85733,3373979,55,316159786,9.78032E+12,"James Patterson, Peter de Jonge",2006,Beach Road,Beach Road
3714,9802372,13595639,14037039,36,399256601,9.7804E+12,Maureen Johnson,2011,The Name of the Star,"The Name of the Star (Shades of London, #1)"
3715,325085,325085,4993095,138,140435123,9.78014E+12,"Charles Dickens, Mark Ford",1839,Nicholas Nickleby,Nicholas Nickleby
3716,4673605,4673605,4724052,6,345506405,9.78035E+12,"Dean Koontz, Kevin J. Anderson, Chuck Dixon, Brett Booth",2008,Dean Koontz's Frankenstein: Prodigal Son Volume 1 (Frankenstein),"Dean Koontz's Frankenstein, Volume 1: Prodigal Son"
3717,12651,12651,702720,340,143037498,9.78014E+12,"Jean-Jacques Rousseau, Maurice Cranston",1762,Du contrat social: ou Principes du droit politique,The Social Contract
3718,3002300,3002300,3032794,26,1416905855,9.78142E+12,Laurie Halse Anderson,2008,Chains,"Chains (Seeds of America, #1)"
3719,53447,53447,5793,149,9871144261,9.78987E+12,Ernesto Sabato,1948,El túnel,El túnel
3720,110331,110331,707252,424,451528816,9.78045E+12,"Alexander Hamilton, James Madison, John Jay, Philo-Publius, Clinton Rossiter, Charles R. Kessler",1787,The Federalist,The Federalist Papers
3721,272315,272315,1219372,18,316009857,9.78032E+12,Julie Anne Peters,2007,Keeping You a Secret,Keeping You a Secret
3722,25242224,25242224,43024334,49,1609452860,9.78161E+12,"Elena Ferrante, Ann Goldstein",2014,Storia della bambina perduta,"The Story of the Lost Child (The Neapolitan Novels, #4)"
3723,1629601,1629601,1623714,31,786838183,9.78079E+12,E. Lockhart,2008,The Disreputable History of Frankie Landau-Banks,The Disreputable History of Frankie Landau-Banks
3724,6578507,6578507,6771932,50,143145444,9.78014E+12,"Sarah Blake, Orlagh Cassidy",2009,The Postmistress,The Postmistress
3725,10790277,10790277,15702555,18,316187704,9.78032E+12,Michael J. Sullivan,2010,Rise of Empire,"Rise of Empire (The Riyria Revelations, #3-4)"
3726,657371,657371,643459,23,1416913629,9.78142E+12,Nic Sheff,2008,Tweak: Growing Up On Methamphetamines,Tweak: Growing Up On Methamphetamines
3727,10836728,10836728,15750881,32,316098795,9.78032E+12,Daniel O'Malley,2012,The Rook,"The Rook (The Checquy Files, #1)"
3728,44170,44170,918951,28,803731531,9.7808E+12,Frank Beddor,2004,The Looking Glass Wars,"The Looking Glass Wars (The Looking Glass Wars, #1)"
3729,2241558,2241558,3134352,42,1416549129,9.78142E+12,Philippa Gregory,2008,The Other Queen,"The Other Queen (The Plantagenet and Tudor Novels, #15)"
3730,6261961,6261961,6439665,65,61843407,9.78006E+12,Joyce Maynard,2009,Labor Day,Labor Day
3731,7576115,7576115,9934116,54,385611072,9.78039E+12,Terry Pratchett,2010,I Shall Wear Midnight,"I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)"
3732,17831614,17831614,24948167,37,,,Christina Lauren,2013,Beautiful Player,"Beautiful Player (Beautiful Bastard, #3)"
3733,18077903,18077903,25384143,40,812993012,9.78081E+12,"Ed Catmull, Amy Wallace",2009,"Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration","Creativity, Inc.: Overcoming the Unseen Forces That Stand in the Way of True Inspiration"
3734,91760,91760,88526,20,810959542,9.78081E+12,"Frida Kahlo, Carlos Fuentes, Sarah M. Lowe",1995,El diario de Frida Kahlo: Un íntimo autorretrato ,The Diary of Frida Kahlo: An Intimate Self-Portrait
3735,11580,11580,14011,14,452253802,9.78045E+12,"Stephen King, Bernie Wrightson, Michele Wrightson",1982,Creepshow,Creepshow
3736,10785687,10785687,15697851,8,62101897,9.78006E+12,Bob McCabe,2011,Harry Potter Page to Screen: The Complete Filmmaking Journey,Harry Potter Page to Screen: The Complete Filmmaking Journey
3737,29925,29925,30342,27,1841580651,9.78184E+12,Jeff Shaara,1996,Gods and Generals,"Gods and Generals (The Civil War Trilogy, #1)"
3738,2712967,2712967,2738513,52,373773102,9.78037E+12,Gena Showalter,2008,The Darkest Pleasure,The Darkest Pleasure (Lords of the Underworld #3)
3739,151370,151370,1575861,41,312368577,9.78031E+12,Madeleine L'Engle,1986,Many Waters,"Many Waters (A Wrinkle in Time Quintet, #4)"
3740,598159,598159,872798,25,805017585,9.78081E+12,"Bill Martin Jr., Eric Carle",2003,"Panda Bear, Panda Bear, What Do You See?","Panda Bear, Panda Bear, What Do You See?"
3741,8701129,8701129,11557753,47,553807250,9.78055E+12,Lisa Gardner,2011,Love You More,"Love You More (Tessa Leoni, #1; Detective D.D. Warren, #5)"
3742,792161,792161,1575365,98,439796636,9.78044E+12,Michael Morpurgo,1982,War Horse,"War Horse (War Horse, #1)"
3743,336161,336161,502982,43,64434508,9.78006E+12,Eric Carle,1977,The Grouchy Ladybug,The Grouchy Ladybug
3744,21685,21685,22786,63,156029022,9.78016E+12,Dennis Lehane,1994,A Drink Before the War,"A Drink Before the War (Kenzie & Gennaro, #1)"
3745,657034,657034,643122,56,312368461,9.78031E+12,Chelsea Cain,2007,Heartsick,"Heartsick (Archie Sheridan & Gretchen Lowell, #1)"
3746,12820360,12820360,17969941,23,1609089464,9.78161E+12,Julianne Donaldson,2012,Edenbrooke,"Edenbrooke (Edenbrooke, #1)"
3747,16248311,16248311,21892573,44,62257838,9.78006E+12,Kathleen Tessaro,2013,The Perfume Collector,The Perfume Collector
3748,15704001,23016317,21365702,22,,,Tara Sivec,2012,"Seduction and Snacks (Chocolate Lovers, #1)","Seduction and Snacks (Chocolate Lovers, #1)"
3749,15768191,15768191,21474080,11,62265946,9.78006E+12,Wendy Higgins,2013,,"Sweet Peril (Sweet, #2)"
3750,39030,39030,65004,71,765354950,9.78077E+12,"Douglas Preston, Lincoln Child",1997,Reliquary,"Reliquary (Pendergast, #2)"
3751,8459594,8459594,13323806,19,140006872X,9.7814E+12,Gabrielle Hamilton,2001,"Blood, Bones and Butter: The Inadvertent Education of a Reluctant Chef","Blood, Bones, and Butter: The Inadvertent Education of a Reluctant Chef"
3752,140302,477597,1952109,141,,,Agatha Christie,1924,Poirot Investigates,"Poirot Investiga (Hércules Poirot, #3)"
3753,10,10,21457570,6,439827604,9.78044E+12,J.K. Rowling,2005,"Harry Potter Collection (Harry Potter, #1-6)","Harry Potter Collection (Harry Potter, #1-6)"
3754,30016,30016,1583154,109,586010165,9.78059E+12,Isaac Asimov,1957,The Naked Sun,The Naked Sun (Robot #2)
3755,114230,114230,15956900,431,974607800,9.78097E+12,Herman Melville,1853,"Bartleby, the Scrivener: A Story of Wall Street",Bartleby the Scrivener
3756,23512999,23512999,43116154,54,1501111671,9.7815E+12,Stephen King,2015,The Bazaar of Bad Dreams,The Bazaar of Bad Dreams
3757,9835731,9835731,7184205,129,374173958,9.78037E+12,"Lars Kepler, Ann Long",2009,Hypnotisören,"The Hypnotist (Joona Linna, #1)"
3758,76658,76658,900764,19,345338588,9.78035E+12,Piers Anthony,1983,On a Pale Horse,"On a Pale Horse (Incarnations of Immortality, #1)"
3759,4902793,4902793,4968304,1,441017770,9.78044E+12,Charlaine Harris,2008,"Sookie Stackhouse, Books 1-7","Sookie Stackhouse 7-copy Boxed Set (Sookie Stackhouse, #1-7)"
3760,43324,43324,2024958,72,7165161,9.78001E+12,Sidney Sheldon,1985,The Sands of Time,Are You Afraid of the Dark?
3761,25378,25378,26119,16,60989157,9.78006E+12,"Tommy Lee, Vince Neil, Nikki Sixx, Neil Strauss, Mick Mars, Tommy Lee",2001,The Dirt: Confessions of the World's Most Notorious Rock Band,The Dirt: Confessions of the World's Most Notorious Rock Band
3762,7797,7797,10846,16,7169973,9.78001E+12,"Theo LeSieg, Roy McKie",1961,Ten Apples Up on Top,Ten Apples Up On Top!
3763,331319,331319,6170936,139,451527704,9.78045E+12,"Theodore Dreiser, Richard R. Lingeman",1925,An American Tragedy ,An American Tragedy
3764,4645,4645,621924,125,684862212,9.78068E+12,Ernest Hemingway,1938,The Snows of Kilimanjaro and Other Stories,The Snows of Kilimanjaro and Other Stories
3765,673252,673252,14085268,3,1560601760,9.78156E+12,"Brynne Stephens, Lela Dowling, Cynthia Martin, Anne McCaffrey",1991,,Anne McCaffrey's Dragonflight #1
3766,9503336,9503336,14331040,33,031609966X,9.78032E+12,Elin Hilderbrand,2011,Silver Girl,Silver Girl
3767,22896,22896,4030671,48,425190374,9.78043E+12,Alice Hoffman,1995,Practical Magic,Practical Magic
3768,13536649,13536649,16669363,18,034553364X,9.78035E+12,Kevin Hearne,2012,Trapped ,"Trapped (The Iron Druid Chronicles, #5)"
3769,9475,9475,361223,51,439474299,9.78044E+12,Jenny Nimmo,2002,Midnight for Charlie Bone,"Midnight for Charlie Bone (The Children of the Red King, #1)"
3770,23395680,23395680,26653661,37,553499114,9.78055E+12,"Amie Kaufman, Jay Kristoff",2015,Illuminae,"Illuminae (The Illuminae Files, #1)"
3771,140671,140671,390334,31,812521390,9.78081E+12,Glen Cook,1984,The Black Company,"The Black Company (The Chronicles of the Black Company, #1)"
3772,42986,42986,376293,42,316954993,9.78032E+12,Herman Wouk,1978,War and Remembrance,"War and Remembrance (The Henry Family, #2)"
3773,37034,37034,2127172,90,1567921892,9.78157E+12,"Susan Hill, John Lawrence",1983,The Woman in Black,The Woman in Black
3774,239810,239810,1632383,43,64402754,9.78006E+12,Barbara Robinson,1972,The Best Christmas Pageant Ever,The Best Christmas Pageant Ever (The Herdmans #1)
3775,5061675,5061675,21619503,10,,,George R.R. Martin,1996,A Clash of Kings,"A Game of Thrones / A Clash of Kings (A Song of Ice and Fire, #1-2)"
3776,9827,9827,1899209,81,385333765,9.78039E+12,James Clavell,1962,King Rat,"King Rat (Asian Saga, #4)"
3777,8811134,8811134,13685368,35,61449156,9.78006E+12,Michael  Grant,2012,Fear,"Fear (Gone, #5)"
3778,24422492,24422492,44022931,15,1311051155,9.78131E+12,"Colleen Hoover, Tarryn Fisher",2015,,"Never Never: Part Two (Never Never, #2)"
3779,327255,327255,1493348,75,99642611,9.7801E+12,Frederick Forsyth,1984,The Fourth Protocol,The Fourth Protocol
3780,10990,10990,2489807,64,770429459,9.78077E+12,Diana Gabaldon,2003,Lord John and the Private Matter,"Lord John and the Private Matter (Lord John Grey, #1)"
3781,9681214,9681214,14569146,27,373210264,9.78037E+12,Aimee Carter,2011,The Goddess Test,"The Goddess Test (Goddess Test, #1)"
3782,36086,36086,1008989,27,1594489254,9.78159E+12,Steven Johnson,2006,The Ghost Map,"The Ghost Map: The Story of London's Most Terrifying Epidemic - and How It Changed Science, Cities, and the Modern World"
3783,9297774,9297774,14180376,21,62048503,9.78006E+12,Anna Carey,2011,Eve,"Eve (Eve, #1)"
3784,18353714,18353714,25779088,45,1455521205,9.78146E+12,David Baldacci,2014,The Target,"The Target (Will Robie, #3)"
3785,52372,52372,768174,67,141187166,9.78014E+12,Susan Sontag,1973,On Photography,On Photography
3786,504420,504420,1206921,39,074327041X,9.78074E+12,Vince Flynn,2007,Protect and Defend,"Protect and Defend (Mitch Rapp, #10)"
3787,5182,5182,846655,28,140244824,9.78014E+12,Mary McGarry Morris,1995,Songs in Ordinary Time,Songs in Ordinary Time
3788,40067,40067,1757108,39,1400080665,9.7814E+12,Erik Larson,2006,Thunderstruck,Thunderstruck
3789,1168341,1168341,1239736,61,385520697,9.78039E+12,Michio Kaku,2008,"Physics of the Impossible: A Scientific Exploration of the World of Phasers, Force Fields, Teleportation, and Time Travel","Physics of the Impossible: A Scientific Exploration into the World of Phasers, Force Fields, Teleportation, and Time Travel"
3790,15595,15595,168119,33,006440630X,9.78006E+12,Karen Cushman,1995,The Midwife's Apprentice,The Midwife's Apprentice
3791,40200,40200,1210026,5,1841954314,9.78184E+12,Michel Faber,2002,The Crimson Petal and the White,The Crimson Petal and the White
3792,4701,4701,2201178,78,385520514,9.78039E+12,Mark Haddon,2006,A Spot of Bother,A Spot of Bother
3793,8709524,8709524,18752278,26,1595143211,9.7816E+12,Richelle Mead,2014,Silver Shadows,"Silver Shadows (Bloodlines, #5)"
3794,16255,16255,815206,61,552998761,9.78055E+12,Armistead Maupin,1978,Tales of the City,"Tales of the City (Tales of the City, #1)"
3795,100924,100924,3148586,81,7157169,9.78001E+12,C.S. Lewis,1943,Perelandra,"Perelandra (Space Trilogy, #2)"
3796,5510384,5510384,5625827,10,1416950079,9.78142E+12,Ellen Hopkins,2009,Tricks,"Tricks (Tricks, #1)"
3797,7673,7673,997260,84,60891564,9.78006E+12,Michael Crichton,1976,Eaters of the Dead,Eaters of the Dead
3798,11100431,11100431,16022532,19,316187712,9.78032E+12,Michael J. Sullivan,2012,Heir of Novron,"Heir of Novron (The Riyria Revelations, #5-6)"
3799,93261,93261,24816020,737,809594080,9.78081E+12,Washington Irving,1820,The Legend of Sleepy Hollow,The Legend of Sleepy Hollow
3800,3863861,3863861,3909033,26,425224201,9.78043E+12,Julie James,2008,Just the Sexiest Man Alive,Just the Sexiest Man Alive
3801,9436746,9436746,14321334,45,316036269,9.78032E+12,"James Patterson, Maxine Paetro",2011,10th Anniversary,"10th Anniversary (Women's Murder Club, #10)"
3802,922991,922991,2248317,87,755309510,9.78076E+12,Victoria Hislop,2005,The Island,The Island
3803,32441,32441,1443220,52,553804812,9.78055E+12,Dean Koontz,1989,The Good Guy,The Good Guy
3804,64948,64948,442705,65,042520992X,9.78043E+12,Dean Koontz,1980,Whispers,Whispers
3805,6777616,6777616,6665121,63,385342314,9.78039E+12,Alan Bradley,2010,The Weed That Strings the Hangman's Bag,"The Weed That Strings the Hangman's Bag (Flavia de Luce, #2)"
3806,32422,32422,613832,77,425203891,9.78043E+12,Dean Koontz,1992,Hideaway,Hideaway
3807,634407,634407,3127921,79,312956738,9.78031E+12,"Ian Rankin, Mircea Pricăjan",1987,Knots & Crosses,"Knots and Crosses (Inspector Rebus, #1)"
3808,48464,48464,783228,1,151365040,9.78015E+12,Flannery O'Connor,1953,"A Good Man Is Hard to Find, and Other Stories",A Good Man is Hard to Find and Other Stories
3809,138396,138396,133406,35,1582404135,9.78158E+12,"Robert Kirkman, Charlie Adlard",2004,"The Walking Dead, Vol. 2: Miles Behind Us","The Walking Dead, Vol. 02: Miles Behind Us"
3810,3828382,3828382,3873014,31,1591842336,9.78159E+12,Seth Godin,2008,Tribes: We Need You to Lead Us,Tribes: We Need You to Lead Us
3811,46815,46815,1256238,42,60858796,9.78006E+12,Marya Hornbacher,1997,Wasted: A Memoir of Anorexia and Bulimia ,Wasted: A Memoir of Anorexia and Bulimia
3812,7468160,7468160,7419581,21,1400065747,9.7814E+12,Anna Quindlen,2010,,Every Last One
3813,7505716,7505716,9686589,48,1435122941,9.78144E+12,"Lewis Carroll, John Tenniel",1865,,Alice's Adventures in Wonderland & Other Stories
3814,6547188,6547188,6739626,20,61138037,9.78006E+12,Kim Harrison,2010,Black Magic Sanction,"Black Magic Sanction (The Hollows, #8)"
3815,11505008,11505008,16440712,51,1609611543,9.78161E+12,William  Davis,2011,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health ","Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health"
3816,18500665,18500665,19250719,28,,,Susan Ee,2015,End of Days,"End of Days (Penryn & the End of Days, #3)"
3817,36315,36315,1813320,8,345350804,9.78035E+12,"H.P. Lovecraft, August Derleth, Robert Bloch",1963,The Best of H.P. Lovecraft ,The Best of H.P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre
3818,82192,82192,1864677,71,60548258,9.78006E+12,Mary  Stewart,1970,The Crystal Cave,"The Crystal Cave (Arthurian Saga, #1)"
3819,8138071,8138071,12934445,18,61138061,9.78006E+12,Kim Harrison,2011,Pale Demon,"Pale Demon (The Hollows, #9)"
3820,160149,160149,6750943,41,141182342,9.78014E+12,"H.P. Lovecraft, S.T. Joshi",1926,The Call of Cthulhu and Other Weird Stories,The Call of Cthulhu and Other Weird Stories
3821,15015,15015,16955,79,399142789,9.7804E+12,Neale Donald Walsch,1995,"Conversations with God, An Uncommon Dialogue: Living in the World with Honesty, Courage, and Love, Book 1","Conversations with God: An Uncommon Dialogue, Book 1"
3822,23705512,23705512,43314655,18,1476785651,9.78148E+12,"Felicia Day, Joss Whedon",2015,You're Never Weird on the Internet (Almost),You're Never Weird on the Internet (Almost)
3823,7926569,7926569,11240905,46,316120553,9.78032E+12,"James Patterson, Michael Ledwidge",2011,Now You See Her,Now You See Her
3824,268601,268601,3241481,83,425150984,9.78043E+12,J.D. Robb,1995,Glory in Death,"Glory in Death (In Death, #2)"
3825,16002136,16002136,21502266,15,785165622,9.78079E+12,"Matt Fraction, David Aja, Javier Pulido, Matt Hollingsworth, Chris Eliopoulos, Alan Davis",2013,"Hawkeye, Volume 1: My Life as a Weapon","Hawkeye, Volume 1: My Life as a Weapon"
3826,11312,11312,742,70,068987121X,9.78069E+12,Susan Cooper,1965,"Over Sea, Under Stone","Over Sea, Under Stone (The Dark Is Rising, #1)"
3827,6375845,6375845,16256422,25,1401223176,9.7814E+12,"Jeph Loeb, Jim Lee, Scott Williams, Alex Sinclair, Richard Starkings",2002,Absolute Batman Hush,Batman: Hush
3828,11299,11299,6179815,81,375713271,9.78038E+12,"Haruki Murakami, Jay Rubin",2000,神の子どもたちはみな踊る,After the Quake
3829,6405929,6405929,6594813,60,316018783,9.78032E+12,James Patterson,2009,"I, Alex Cross","I, Alex Cross (Alex Cross, #16)"
3830,53498,53498,984829,30,64409597,9.78006E+12,Sharon Creech,2001,Love That Dog,"Love That Dog (Jack, #1)"
3831,73864,73864,969470,43,452281903,9.78045E+12,Dave Pelzer,1999,A Man Named Dave: A Story of Triumph and Forgiveness,A Man Named Dave (Dave Pelzer #3)
3832,121927,121927,7313984,43,515142816,9.78052E+12,Laurell K. Hamilton,2006,"Danse Macabre (Anita Blake, Vampire Hunter, #14)","Danse Macabre (Anita Blake, Vampire Hunter, #14)"
3833,40425,40425,1774048,461,809599813,9.78081E+12,Edgar Rice Burroughs,1912,Tarzan of the Apes,"Tarzan of the Apes (Tarzan, #1)"
3834,127586,127586,2886933,64,345341678,9.78035E+12,Anne McCaffrey,1978,"The White Dragon (Pern: Dragonriders of Pern, #3)","The White Dragon (Pern, #3)"
3835,26023,26023,26733,12,451221257,9.78045E+12,Jen Lancaster,2007,"Bright Lights, Big Ass: A Self-Indulgent, Surly, Ex-Sorority Girl's Guide to Why it Often Sucks in the City, or Who are These Idiots and Why Do They All Live Next Door to Me?","Bright Lights, Big Ass: A Self-Indulgent, Surly, Ex-Sorority Girl's Guide to Why It Often Sucks in the City, or Who Are These Idiots and Why Do They All Live Next Door to Me?"
3836,74998,74998,1359249,39,074974801X,9.78075E+12,Enid Blyton,1943,The Magic Faraway Tree,"The Magic Faraway Tree (The Faraway Tree, #2)"
3837,17650,17650,1119196,74,385491034,9.78039E+12,Margaret Atwood,1993,The Robber Bride,The Robber Bride
3838,2679633,2679633,2704935,29,044640103X,9.78045E+12,Larissa Ione,2008,Pleasure Unbound,"Pleasure Unbound (Demonica, #1)"
3839,1388813,1388813,1378890,45,553589393,9.78055E+12,Lara Adrian,2007,Midnight Awakening ,"Midnight Awakening (Midnight Breed, #3)"
3840,542639,542639,1666984,14,500275823,9.7805E+12,Robert Hughes,1980,The Shock of the New,The Shock of the New
3841,1611988,1611988,3062843,52,312379293,9.78031E+12,Jeffrey Archer,2008,A Prisoner of Birth,A Prisoner of Birth
3842,6424184,6424184,6613427,10,1416983090,9.78142E+12,Christopher Pike,2010,Thirst No. 2,"Thirst No. 2: Phantom, Evil Thirst, and Creatures of Forever (Thirst, #2)"
3843,125963,125963,2564512,38,1595543414,9.7816E+12,Ted Dekker,2003,Thr3e,Thr3e
3844,347610,347610,937922,38,618001905,9.78062E+12,Adam Hochschild,1998,King Leopold's Ghost,King Leopold's Ghost
3845,10830444,10830444,15744431,42,,,"James Patterson, David Ellis",2012,Guilty Wives,Guilty Wives
3846,12283261,12283261,17259372,31,1451635753,9.78145E+12,"Jodi Picoult, Samantha van Leer",2012,Between the Lines,"Between the Lines (Between the Lines, #1)"
3847,10059498,10059498,14955690,31,778329860,9.78078E+12,Diane Chamberlain,2011,The Midwife's Confession,The Midwife's Confession
3848,9635657,9635657,14523019,51,,,Rachel Renée Russell,2011,Tales From a Not-So-Talented Pop Star,"Tales from a Not-So-Talented Pop Star (Dork Diaries, #3)"
3849,10138607,10138607,15036678,19,375424148,9.78038E+12,Craig Thompson,2011,Habibi,Habibi
3850,11093329,11093329,16015218,87,316196991,9.78032E+12,Anthony Horowitz,2011,The House of Silk,"The House of Silk (Sherlock Holmes, #1)"
3851,33808,33808,2319,67,446679097,9.78045E+12,Nelson DeMille,2000,The Lion's Game,"The Lion's Game (John Corey, #2)"
3852,9761778,9761778,14651130,23,1937053148,9.78194E+12,Jennifer L. Armentrout,2012,Deity,"Deity (Covenant, #3)"
3853,116020,116020,50513135,263,451529456,9.78045E+12,"Henry David Thoreau, W.S. Merwin",1854,,Walden & Civil Disobedience
3854,6236809,6236809,6419529,13,1421527642,9.78142E+12,"Kanoko Sakurakouji, JN Productions, Pancha Diaz",2007,"Black Bird, Volume 1","Black Bird, Vol. 01 (Black Bird, #1)"
3855,28678119,28678119,48870448,34,,,"Erin Watt, Elle Kennedy, Jen Frederick",2016,Paper Princess,"Paper Princess (The Royals, #1)"
3856,37426,37426,828476,45,312315732,9.78031E+12,Tom Perrotta,2004,Little Children,Little Children
3857,99894,99894,815712,81,394402677,9.78039E+12,Ira Levin,1976,The Boys from Brazil,The Boys from Brazil
3858,884288,884288,22431183,69,61056901,9.78006E+12,Terry Pratchett,1994,Interesting Times,"Interesting Times (Discworld, #17; Rincewind #5)"
3859,2003625,2003625,2007518,36,1416576754,9.78142E+12,Kresley Cole,2008,Dark Desires After Dusk,Dark Desires After Dusk (Immortals After Dark #6)
3860,169875,169875,1047579,29,152045651,9.78015E+12,"Patricia C. Wrede, Peter de Sève",1991,,"Searching for Dragons (Enchanted Forest Chronicles, #2)"
3861,13330603,13330603,18538253,25,385534795,9.78039E+12,Chris Bohjalian,2012,The Sandcastle Girls,The Sandcastle Girls
3862,7091713,7091713,7241833,27,451229738,9.78045E+12,"Rachel Caine, Cynthia Holloway",2010,Kiss of Death,"Kiss of Death (The Morganville Vampires, #8)"
3863,17828418,17828418,24941747,32,162704017X,9.78163E+12,Laurelin Paige,2013,Fixed on You,"Fixed on You (Fixed, #1)"
3864,3173558,3173558,3206010,15,759529515,9.78076E+12,"James Patterson, NaRae Lee",2009,"Maximum Ride: The Manga, Vol. 1","Maximum Ride, Vol. 1 (Maximum Ride: The Manga, #1)"
3865,12099007,12099007,17067735,72,1455806935,9.78146E+12,"Nora Roberts, MacLeod Andrews",2012,The Last Boyfriend,"The Last Boyfriend (Inn BoonsBoro, #2)"
3866,10776592,10776592,15688402,53,156947981X,9.78157E+12,"Lene Kaaberbøl, Agnete Friis",2008,Drengen i kufferten,"The Boy in the Suitcase (Nina Borg, #1)"
3867,22571552,22571552,43062778,41,1594487138,9.78159E+12,Jon Ronson,2015,So You’ve Been Publicly Shamed,So You've Been Publicly Shamed
3868,81779,81779,1488719,458,140449272,9.78014E+12,"Plato, Christopher Gill",-385,Συμπόσιον,The Symposium
3869,11711,11711,426037,60,571215165,9.78057E+12,D.B.C. Pierre,2003,Vernon God Little,Vernon God Little
3870,76867,76867,3094994,98,446667900,9.78045E+12,Michael Connelly,2000,A Darkness More Than Night,"A Darkness More Than Night (Harry Bosch, #7; Terry McCaleb, #2; Harry Bosch Universe, #9)"
3871,80670,80670,2908333,52,142408794,9.78014E+12,Judy Blume,1972,Otherwise Known as Sheila the Great,Otherwise Known as Sheila the Great (Fudge #2)
3872,58098,58098,505856,27,684843269,9.78068E+12,Ntozake Shange,1975,For Colored Girls Who Have Considered Suicide When the Rainbow Is Enuf ,for colored girls who have considered suicide/when the rainbow is enuf
3873,26236956,26236956,46227741,46,399175164,9.7804E+12,Nora Roberts,2016,The Obsession,The Obsession
3874,30228,30228,2722196,28,515140872,9.78052E+12,Laurell K. Hamilton,2006,"Micah (Anita Blake, Vampire Hunter, #13)","Micah (Anita Blake, Vampire Hunter, #13)"
3875,7060582,7060582,7312508,22,451230647,9.78045E+12,Chloe Neill,2010,Twice Bitten ,"Twice Bitten (Chicagoland Vampires, #3)"
3876,320167,320167,865958,88,751525359,9.78075E+12,Patricia Cornwell,2000,The Last Precinct,"The Last Precinct (Kay Scarpetta, #11)"
3877,10047589,10047589,14943502,22,307596850,9.78031E+12,Jennifer Close,2011,Girls in White Dresses,Girls in White Dresses
3878,92780,92780,847348,60,143039598,9.78014E+12,"Stella Gibbons, Lynne Truss, Roz Chast",1932,Cold Comfort Farm,Cold Comfort Farm
3879,12842134,12842134,17992883,41,,,Gayle Forman,2013,Just One Year,"Just One Year (Just One Day, #2)"
3880,17876897,17876897,25032522,58,1250109302,9.78125E+12,Sylvia Day,2016,One With You,"One with You (Crossfire, #5)"
3881,203805,203805,197200,39,3822812153,9.78382E+12,"Rainer Metzger, Ingo F. Walther",1988,,Vincent Van Gogh: The Complete Paintings
3882,12605157,12605157,17620461,36,307951529,9.78031E+12,Chris Guillebeau,2012,,"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future"
3883,33458,33458,1573176,39,60735457,9.78006E+12,Christopher Moore,1999,The Lust Lizard of Melancholy Cove,"The Lust Lizard of Melancholy Cove (Pine Cove, #2)"
3884,154091,154091,1263322,63,553281747,9.78055E+12,William Gibson,1988,Mona Lisa Overdrive,"Mona Lisa Overdrive (Sprawl, #3)"
3885,29780253,29780253,50150838,23,385689225,9.78039E+12,Trevor Noah,2016,,Born a Crime: Stories From a South African Childhood
3886,18553,18553,2351167,41,044022912X,9.78044E+12,Theodore Taylor,1969,The Cay,"The Cay (The Cay, #1)"
3887,107770,107770,734169,54,671744216,9.78067E+12,Julie Garwood,1992,The Secret,The Secret (Highlands' Lairds #1)
3888,3238153,3238153,3272800,14,316025054,9.78032E+12,Justina Chen,2009,North of Beautiful,North of Beautiful
